Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Profit,Returns,Payment_Mode
CA-2019-158211,1/4/2019,1/8/2019,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,-0.3390102353722358,6,-0.4233140097387871,No,Online
CA-2019-134474,1/5/2019,1/7/2019,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,-0.15577900114340115,6,0.04232967316807984,No,COD
CA-2019-134474,1/5/2019,1/7/2019,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,-0.5484739945033249,2,-0.112148276847473,No,Online
CA-2019-134474,1/5/2019,1/7/2019,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",-0.4347378640267975,2,-0.09447192550645439,No,COD
CA-2019-101938,1/7/2019,1/12/2019,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Oakland,California,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,-0.48662090604408614,1,-0.0757885129561288,No,COD
CA-2019-158806,1/7/2019,1/11/2019,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Amarillo,Texas,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",-0.5108796654070714,3,-0.15665121318760125,No,COD
CA-2019-158806,1/7/2019,1/11/2019,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Amarillo,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,-0.5048824547300608,5,-0.07947233823669243,No,Cards
US-2019-100461,1/8/2019,1/12/2019,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",2.7424679510959775,6,1.4540684512845958,No,Online
US-2019-100461,1/8/2019,1/12/2019,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,Central,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,-0.3359104112881269,7,0.07760262769773504,No,Cards
US-2019-137295,1/8/2019,1/13/2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",-0.4945328379920973,7,-0.20943639967221359,No,Cards
US-2019-137295,1/8/2019,1/13/2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-AR-10001955,Office Supplies,Art,Newell 319,-0.45913158171725416,3,-0.09149234961021102,No,COD
US-2019-137295,1/8/2019,1/13/2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,-0.3301451602364578,2,-0.07251305985684499,No,COD
CA-2019-108882,1/9/2019,1/15/2019,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,0.17840733980993453,5,0.34396723550523167,No,COD
CA-2019-108882,1/9/2019,1/15/2019,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,0.2374052161536064,9,0.4315746260929923,No,Cards
CA-2019-126543,1/9/2019,1/13/2019,Second Class,MF-17665,Maureen Fritzler,Corporate,United States,Toledo,Ohio,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",-0.5275554537452569,2,-0.09981389594572392,No,Cards
CA-2019-116547,1/10/2019,1/17/2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,-0.3910113659260619,4,0.017972969352163387,No,Cards
CA-2019-116547,1/10/2019,1/17/2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,-0.4119720811614646,2,-0.06319832155591765,No,COD
CA-2019-163937,1/10/2019,1/13/2019,Second Class,JB-16000,Joy Bell-,Consumer,United States,Longview,Washington,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",-0.5071387892674734,5,-0.08474457719972454,No,Cards
CA-2019-126529,1/11/2019,1/13/2019,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,-0.5267457037804285,3,-0.09345253608035406,No,Online
CA-2019-126529,1/11/2019,1/13/2019,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,-0.42603305190489177,3,-0.035150857837491334,No,Cards
CA-2019-126529,1/11/2019,1/13/2019,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,-0.5266697897212259,2,-0.1524569226804379,No,Online
CA-2019-141887,1/11/2019,1/15/2019,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,-0.4435776344761746,14,-0.07999551693686033,No,Online
CA-2019-133368,1/14/2019,1/20/2019,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,North Carolina,South,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,-0.3706663980597475,2,0.010663877820804584,No,Cards
CA-2019-133368,1/14/2019,1/20/2019,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,North Carolina,South,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,0.10634381038793723,8,0.0072320104709550975,No,Online
CA-2019-152072,1/15/2019,1/19/2019,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,-0.4491699701707709,2,-0.01965043676049943,No,Cards
CA-2019-152072,1/15/2019,1/19/2019,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,-0.5497139241369684,2,-0.10921647279130386,No,COD
CA-2019-152072,1/15/2019,1/19/2019,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,-0.02187925305309897,3,0.23920127868177327,No,Cards
CA-2019-140746,1/15/2019,1/15/2019,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",-0.17618090455411764,1,-0.17445585503462566,No,COD
CA-2019-137848,1/15/2019,1/21/2019,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",-0.5247044590774235,4,-0.08514640001583287,No,Online
CA-2019-137848,1/15/2019,1/21/2019,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,-0.4327640984875281,9,-0.0032469738033944497,No,COD
CA-2019-137848,1/15/2019,1/21/2019,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,East,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",-0.45508283189311194,3,-0.04762855425946315,No,Cards
CA-2019-166912,1/15/2019,1/17/2019,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,-0.386667394760576,2,0.040335584101755084,No,Online
CA-2019-121755,1/16/2019,1/20/2019,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,-0.5349781617561843,2,-0.098155750787018,No,Cards
CA-2019-121755,1/16/2019,1/20/2019,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,-0.36855345674527323,3,-0.06906231492503069,No,COD
CA-2019-116736,1/17/2019,1/21/2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",0.12071265481590843,3,0.1341371331146257,No,COD
CA-2019-116736,1/17/2019,1/21/2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,-0.496299948592426,1,-0.06358588987135866,No,Online
CA-2019-116736,1/17/2019,1/21/2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,0.22484143935556525,3,0.14352429968921396,No,Online
CA-2019-106558,1/17/2019,1/21/2019,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,0.10681616453408714,4,0.007318307988508568,No,Online
US-2019-167339,1/21/2019,1/23/2019,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,-0.23570807058834137,2,-0.13660899999258333,No,COD
US-2019-167339,1/21/2019,1/23/2019,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1.5776257568993381,7,0.17841700578214922,No,COD
CA-2019-111010,1/22/2019,1/28/2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,-0.5435986249234204,6,-0.11325781635887472,No,COD
US-2019-135923,1/22/2019,1/28/2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,-0.5294448703298567,8,-0.09792767877634098,No,COD
US-2019-135923,1/22/2019,1/28/2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",0.39178067298996105,4,-0.37512763337487,No,COD
US-2019-135923,1/22/2019,1/28/2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,-0.42276031246371015,4,-0.08943353740572117,No,COD
CA-2019-138079,1/22/2019,1/28/2019,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",-0.3277918244011751,5,0.02953221362303044,No,Online
CA-2019-146318,1/22/2019,1/27/2019,Standard Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,-0.5322115160430204,2,-0.09045677939956942,No,Online
CA-2019-125850,1/22/2019,1/28/2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,-0.46591323767269227,3,-0.028895828841964153,No,Online
CA-2019-125850,1/22/2019,1/28/2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,-0.5159954295077843,5,-0.07782729180832947,No,Online
CA-2019-148208,1/22/2019,1/27/2019,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,-0.32678807184060654,4,-0.19238185276570968,No,Online
CA-2019-148208,1/22/2019,1/27/2019,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",-0.4431896292846943,3,-0.05330916540377506,No,Cards
US-2019-155180,1/22/2019,1/29/2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,-0.5040052256014966,4,-0.07891140437259489,No,Online
CA-2019-113656,1/23/2019,1/29/2019,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Los Angeles,California,West,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",-0.4330382325902044,7,-0.031221238734610253,No,Online
US-2019-165505,1/23/2019,1/27/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,East,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,-0.34871036515924303,2,0.051204448232194395,No,COD
US-2019-165505,1/23/2019,1/27/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,East,OFF-AR-10003477,Office Supplies,Art,4009 Highlighters,-0.5425864374673848,6,-0.10389145365012523,No,COD
US-2019-165505,1/23/2019,1/27/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,2.7391150801478594,13,1.4524757997776045,No,Online
CA-2019-109407,1/24/2019,1/26/2019,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Gulfport,Mississippi,South,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,-0.4934109968949912,4,-0.0540145705584197,No,COD
CA-2019-153346,1/25/2019,1/27/2019,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",-0.5401192305432982,3,-0.10555229560625468,No,COD
CA-2019-153346,1/25/2019,1/27/2019,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",-0.5215835477546472,5,-0.08252357189304715,No,Cards
CA-2019-168046,1/25/2019,1/28/2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-0.46861240422212036,5,-0.0562798803941982,No,Online
CA-2019-168046,1/25/2019,1/28/2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,0.10201249156565173,3,-0.4971573315335445,No,COD
CA-2019-168046,1/25/2019,1/28/2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,-0.46258145396324196,1,-0.0843088517874345,No,Online
CA-2019-168046,1/25/2019,1/28/2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",0.3444271698384314,7,-0.11442283284584652,No,Online
CA-2019-146437,1/28/2019,2/1/2019,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,-0.47586641432370846,2,-0.07467666190407833,No,COD
CA-2019-164483,1/30/2019,2/3/2019,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,-0.5227306935381543,2,-0.09172581521573514,No,COD
CA-2019-153661,1/30/2019,1/31/2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",0.08364128923860661,9,0.17934508935262378,No,Online
CA-2019-153661,1/30/2019,1/31/2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,-0.4524511445074195,2,-0.04594575266717054,No,Online
CA-2019-153661,1/30/2019,1/31/2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,-0.504692669582054,9,-0.06732634789781675,No,Online
US-2019-166660,1/30/2019,2/1/2019,Second Class,TB-21250,Tim Brockman,Consumer,United States,Seattle,Washington,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,0.3581085702858452,4,-0.34494353558344576,No,COD
US-2019-166660,1/30/2019,2/1/2019,Second Class,TB-21250,Tim Brockman,Consumer,United States,Seattle,Washington,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-0.4570987719097161,1,-0.08447759425479351,No,Online
CA-2019-114944,1/30/2019,2/4/2019,Standard Class,HE-14800,Harold Engle,Corporate,United States,Chicago,Illinois,Central,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,-0.22949998752465672,4,0.08908058278912094,No,COD
CA-2019-168032,1/30/2019,2/3/2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,TEC-PH-10004241,Technology,Phones,Nokia Lumia 1020,2.4769543115869204,4,0.4403345946382188,No,Online
CA-2019-168032,1/30/2019,2/3/2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,-0.5558967025142523,3,-0.12474155030188248,No,Cards
CA-2019-168032,1/30/2019,2/3/2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,0.7607314356103843,3,-2.188822526443795,No,Online
CA-2019-129238,1/31/2019,2/4/2019,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,-0.3284413113521313,1,-0.08275703749857126,No,Cards
CA-2019-129238,1/31/2019,2/4/2019,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,-0.43997593411178143,5,-0.007386943105312108,No,COD
CA-2019-147970,1/31/2019,2/2/2019,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,-0.5267457037804285,3,-0.09345253608035406,No,Cards
CA-2019-158043,1/31/2019,2/4/2019,Second Class,JK-15325,Jason Klamczynski,Corporate,United States,Atlantic City,New Jersey,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,-0.510280787828917,2,-0.06942484155011021,No,Cards
CA-2019-159891,1/31/2019,2/6/2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2.1206263700328067,1,2.3338647081202444,No,Online
CA-2019-159891,1/31/2019,2/6/2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",-0.2951909534213636,8,0.11256737680755644,No,Cards
US-2019-140809,2/1/2019,2/3/2019,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,-0.4405031150784666,5,-0.05787869600958609,No,COD
CA-2019-154067,2/1/2019,2/7/2019,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,1.7716958318032199,4,0.07257772358411957,No,Online
CA-2019-147431,2/2/2019,2/7/2019,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",-0.31079551003524497,2,-0.09170038826859885,No,COD
CA-2019-158841,2/2/2019,2/4/2019,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,-0.482783028606618,8,-0.04430609983365467,No,COD
CA-2019-158841,2/2/2019,2/4/2019,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,-0.5201285282865962,7,-0.08706112618655042,No,Online
CA-2019-144645,2/2/2019,2/8/2019,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",-0.403950495572383,2,-0.41289358449420593,No,COD
CA-2019-118514,2/3/2019,2/10/2019,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1.267457780788179,4,0.7534219883221966,No,COD
CA-2019-117912,2/4/2019,2/8/2019,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,-0.5292424328386496,2,-0.09920056716025462,No,COD
CA-2019-150077,2/4/2019,2/10/2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Rockville,Maryland,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,-0.3687432418932799,2,-0.023791947089516256,No,COD
CA-2019-101189,2/4/2019,2/9/2019,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,-0.3633870832717585,2,-0.100088198769376,No,COD
US-2019-108504,2/5/2019,2/5/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",-0.3887761186273167,1,-0.10818321412131103,No,COD
US-2019-108504,2/5/2019,2/5/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,0.17606665631785232,9,0.5441027364149652,No,Online
US-2019-108504,2/5/2019,2/5/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,-0.5396131368152804,5,-0.11369469754148914,No,Online
US-2019-108504,2/5/2019,2/5/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",-0.5198122197065851,3,-0.08684152982491883,No,Online
US-2019-108504,2/5/2019,2/5/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",-0.05348902381554237,2,0.08897579294637745,No,COD
US-2019-108504,2/5/2019,2/5/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,-0.20535931669820895,2,0.18970348825646333,No,COD
